,GAME_ORDER,YEAR,DATE,GAME_NUMBER,WEEK,PLAYER,AGE,TEAM,OPPONENT,RESULT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,RUSHING_1D,RUSHING_YBC,RUSHING_YBC_ATT,RUSHING_YAC,RUSHING_YAC_ATT,RUSHING_BRKTKL,RUSHING_ATT_BR,RECEIVING_TGT,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,RECEIVING_1D,RECEIVING_YBC,RECEIVING_YBC_R,RECEIVING_YAC,RECEIVING_YAC_R,RECEIVING_ADOT,RECEIVING_BRKTKL,RECEIVING_REC_BR,RECEIVING_DROP,RECEIVING_DROP_PCT,RECEIVING_INT,RECEIVING_RAT,PASSING_CMP,PASSING_ATT,PASSING_CMP_PCT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_RATE,PASSING_SK,PASSING_YDS1,PASSING_Y_A,PASSING_AY_A
54,55,2022,2023-01-01,16,17,Sam Darnold,25.210,CAR,TAM,L 24-30,5,20,0,1,20,4.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,62.16,341,3,1,108.1,2,15,9.22,9.62
55,56,2022,2023-01-08,17,18,Sam Darnold,25.217,CAR,NOR,W 10-7,6,32,0,4,18,3.0,14,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,33.33,43,0,2,2.8,2,11,2.87,-3.13
56,57,2023,2023-09-10,1,1,Sam Darnold,26.097,SFO,PIT,W 30-7,2,-2,0,0,-2,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
57,58,2023,2023-09-21,3,3,Sam Darnold,26.108,SFO,NYG,W 30-12,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
58,59,2023,2023-10-01,4,4,Sam Darnold,26.118,SFO,ARI,W 35-16,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
59,60,2023,2023-10-08,5,5,Sam Darnold,26.125,SFO,DAL,W 42-10,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
60,61,2023,2023-11-12,9,10,Sam Darnold,26.160,SFO,JAX,W 34-3,3,-3,0,0,-3,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
61,62,2023,2023-12-03,12,13,Sam Darnold,26.181,SFO,PHI,W 42-19,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
62,63,2023,2023-12-17,14,15,Sam Darnold,26.195,SFO,ARI,W 45-29,2,-2,0,0,-2,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
63,64,2023,2023-12-25,15,16,Sam Darnold,26.203,SFO,BAL,L 19-33,1,9,0,0,9,9.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
64,65,2023,2023-12-31,16,17,Sam Darnold,26.209,SFO,WAS,W 27-10,2,-2,0,0,-2,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
65,66,2023,2024-01-07,17,18,Sam Darnold,26.216,SFO,LAR,L 20-21,7,19,1,3,13,1.9,6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,61.54,189,1,0,96.5,3,14,7.27,8.04
66,67,2024,2024-09-08,1,1,Sam Darnold,27.095,MIN,NYG,W 28-6,3,3,0,1,2,0.7,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,79.17,208,2,1,113.2,1,7,8.67,8.46
67,68,2024,2024-09-15,2,2,Sam Darnold,27.102,MIN,SFO,W 23-17,5,32,0,2,32,6.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,65.38,268,2,1,109.1,3,10,10.31,10.12
68,69,2024,2024-09-22,3,3,Sam Darnold,27.109,MIN,HOU,W 34-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,60.71,181,4,0,119.2,4,25,6.46,9.32
69,70,2024,2024-09-29,4,4,Sam Darnold,27.116,MIN,GNB,W 31-29,7,15,0,2,13,1.9,2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,71.43,275,3,1,123.4,2,21,9.82,10.36
70,71,2024,2024-10-06,5,5,Sam Darnold,27.123,MIN,NYJ,W 23-17,5,11,0,2,10,2.0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,45.16,179,0,1,50.3,4,32,5.77,4.32
71,72,2024,2024-10-20,6,7,Sam Darnold,27.137,MIN,DET,L 29-31,4,39,0,1,39,9.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,81.48,259,1,1,103.5,4,15,9.59,8.67
72,73,2024,2024-10-24,7,8,Sam Darnold,27.141,MIN,LAR,L 20-30,3,6,0,1,5,1.7,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,72.00,240,2,0,128.7,3,28,9.60,11.20
73,74,2024,2024-11-03,8,9,Sam Darnold,27.151,MIN,IND,W 21-13,4,14,0,3,0,0.0,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,82.35,290,3,2,107.1,4,30,8.53,7.65
74,75,2024,2024-11-10,9,10,Sam Darnold,27.158,MIN,JAX,W 12-7,7,28,0,3,4,0.6,24,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,63.16,241,0,3,48.2,1,8,6.34,2.79
75,76,2024,2024-11-17,10,11,Sam Darnold,27.165,MIN,TEN,W 23-13,8,18,1,4,12,1.5,6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,62.50,246,2,0,107.0,2,10,7.69,8.94
76,77,2024,2024-11-24,11,12,Sam Darnold,27.172,MIN,CHI,W 30-27,2,-1,0,1,-1,-0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,64.71,330,2,0,116.1,3,16,9.71,10.88
77,78,2024,2024-12-01,12,13,Sam Darnold,27.179,MIN,ARI,W 23-22,4,22,0,1,17,4.3,5,1.3,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,67.74,235,2,0,111.6,5,30,7.58,8.87
78,79,2024,2024-12-08,13,14,Sam Darnold,27.186,MIN,ATL,W 42-21,4,7,0,0,6,1.5,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,78.57,347,5,0,157.9,4,29,12.39,15.96
79,80,2024,2024-12-16,14,15,Sam Darnold,27.194,MIN,CHI,W 30-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,60.00,231,1,1,74.1,2,16,5.78,5.15
80,81,2024,2024-12-22,15,16,Sam Darnold,27.200,MIN,SEA,W 27-24,5,11,0,1,11,2.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,62.86,246,3,0,112.3,3,29,7.03,8.74
81,82,2024,2024-12-29,16,17,Sam Darnold,27.207,MIN,GNB,W 27-25,3,-3,0,0,-3,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,43,76.74,377,3,1,116.1,1,5,8.77,9.12
82,83,2024,2025-01-05,17,18,Sam Darnold,27.214,MIN,DET,L 9-31,3,10,0,1,8,2.7,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,43.90,166,0,0,55.5,2,24,4.05,4.05
0,1,2022,2022-12-04,12,13,Jameson Williams,21.253,DET,JAX,W 40-14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.0,0,0,0,0.0,0,39.6,,,,,,,,,,,
1,2,2022,2022-12-11,13,14,Jameson Williams,21.260,DET,MIN,W 34-23,0,0,0,0,0,0,0,0,0,0,2,1,41,1,1,36,36.0,5,5.0,15.0,0,0,1,50.0,0,135.4,,,,,,,,,,,
2,3,2022,2022-12-18,14,15,Jameson Williams,21.267,DET,NYJ,W 20-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.0,0,0,0,0.0,0,39.6,,,,,,,,,,,
3,4,2022,2022-12-24,15,16,Jameson Williams,21.273,DET,CAR,L 23-37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,0,0,0,0.0,0,39.6,,,,,,,,,,,
4,5,2022,2023-01-01,16,17,Jameson Williams,21.281,DET,CHI,W 41-10,1,40,0,1,37,37.0,3,3.0,0,0,3,0,0,0,0,0,0,0,0,8.7,0,0,0,0.0,0,39.6,,,,,,,,,,,
5,6,2022,2023-01-08,17,18,Jameson Williams,21.288,DET,GNB,W 20-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.0,0,0,1,100.0,0,39.6,,,,,,,,,,,
6,7,2023,2023-10-08,5,5,Jameson Williams,22.196,DET,CAR,W 42-24,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,-4,-2.0,6,3.0,1.0,0,0,1,33.3,0,70.1,,,,,,,,,,,
7,8,2023,2023-10-15,6,6,Jameson Williams,22.203,DET,TAM,W 20-6,0,0,0,0,0,0,0,0,0,0,3,2,53,1,1,52,26.0,1,0.5,23.3,0,0,0,0.0,0,149.3,,,,,,,,,,,
8,9,2023,2023-10-22,7,7,Jameson Williams,22.210,DET,BAL,L 6-38,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23.2,0,0,1,16.7,1,0.0,,,,,,,,,,,
9,10,2023,2023-10-30,8,8,Jameson Williams,22.218,DET,LVR,W 26-14,0,0,0,0,0,0,0,0,0,0,3,2,16,0,1,14,7.0,2,1.0,7.7,0,0,1,33.3,0,79.9,,,,,,,,,,,
10,11,2023,2023-11-12,9,10,Jameson Williams,22.231,DET,LAC,W 41-38,0,0,0,0,0,0,0,0,0,0,2,2,18,0,1,13,6.5,5,2.5,6.5,0,0,0,0.0,0,104.2,,,,,,,,,,,
11,12,2023,2023-11-19,10,11,Jameson Williams,22.238,DET,CHI,W 31-26,0,0,0,0,0,0,0,0,0,0,3,2,44,1,2,44,22.0,0,0.0,27.7,0,0,0,0.0,0,149.3,,,,,,,,,,,
12,13,2023,2023-11-23,11,12,Jameson Williams,22.242,DET,GNB,L 22-29,0,0,0,0,0,0,0,0,0,0,3,2,51,0,2,14,7.0,37,18.5,16.7,1,2.0,0,0.0,0,109.7,,,,,,,,,,,
13,14,2023,2023-12-03,12,13,Jameson Williams,22.252,DET,NOR,W 33-28,1,19,1,1,19,19.0,0,0.0,0,0,1,1,11,0,1,11,11.0,0,0.0,11.0,0,0,0,0.0,0,112.5,,,,,,,,,,,
14,15,2023,2023-12-10,13,14,Jameson Williams,22.259,DET,CHI,L 13-28,1,4,0,0,4,4.0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,31.5,0,0,0,0.0,1,0.0,,,,,,,,,,,
15,16,2023,2023-12-16,14,15,Jameson Williams,22.265,DET,DEN,W 42-17,0,0,0,0,0,0,0,0,0,0,7,4,47,0,3,32,8.0,15,3.8,16.1,1,4.0,0,0.0,0,77.7,,,,,,,,,,,
16,17,2023,2023-12-24,15,16,Jameson Williams,22.273,DET,MIN,W 30-24,0,0,0,0,0,0,0,0,0,0,6,5,43,0,2,23,4.6,20,4.0,5.5,2,2.5,1,16.7,0,96.5,,,,,,,,,,,
17,18,2023,2023-12-30,16,17,Jameson Williams,22.279,DET,DAL,L 19-20,1,6,0,0,2,2.0,4,4.0,0,0,3,2,69,0,1,50,25.0,19,9.5,21.3,1,2.0,0,0.0,0,109.7,,,,,,,,,,,
18,19,2024,2024-09-08,1,1,Jameson Williams,23.166,DET,LAR,W 26-20,1,13,0,1,10,10.0,3,3.0,0,0,9,5,121,1,3,58,11.6,63,12.6,14.1,1,5.0,0,0.0,0,137.5,,,,,,,,,,,
19,20,2024,2024-09-15,2,2,Jameson Williams,23.173,DET,TAM,L 16-20,1,15,0,1,8,8.0,7,7.0,0,0,11,5,79,0,2,56,11.2,23,4.6,11.7,1,5.0,0,0.0,1,32.0,,,,,,,,,,,
20,21,2024,2024-09-22,3,3,Jameson Williams,23.180,DET,ARI,W 20-13,1,-7,0,0,-7,-7.0,0,0.0,0,0,3,1,9,0,1,-5,-5.0,14,14.0,22.7,0,0,0,0.0,0,42.4,,,,,,,,,,,
21,22,2024,2024-09-30,4,4,Jameson Williams,23.188,DET,SEA,W 42-29,0,0,0,0,0,0,0,0,0,0,2,2,80,1,2,24,12.0,56,28.0,12.0,0,0,0,0.0,0,158.3,,,,,,,,,,,
22,23,2024,2024-10-13,5,6,Jameson Williams,23.201,DET,DAL,W 47-9,1,11,0,1,8,8.0,3,3.0,0,0,4,3,76,1,3,47,15.7,29,9.7,15.5,0,0,1,25.0,0,156.2,,,,,,,,,,,
23,24,2024,2024-10-20,6,7,Jameson Williams,23.208,DET,MIN,W 31-29,0,0,0,0,0,0,0,0,0,0,1,1,-4,0,0,-5,-5.0,1,1.0,-5.0,0,0,0,0.0,0,79.2,,,,,,,,,,,
24,25,2024,2024-11-10,9,10,Jameson Williams,23.229,DET,HOU,W 26-23,0,0,0,0,0,0,0,0,0,0,5,3,53,0,3,46,15.3,7,2.3,28.0,0,0,0,0.0,1,56.7,,,,,,,,,,,
25,26,2024,2024-11-17,10,11,Jameson Williams,23.236,DET,JAX,W 52-6,1,2,0,0,2,2.0,0,0.0,0,0,6,4,124,1,4,50,12.5,74,18.5,11.7,0,0,1,16.7,0,149.3,,,,,,,,,,,
26,27,2024,2024-11-24,11,12,Jameson Williams,23.243,DET,IND,W 24-6,1,4,0,0,3,3.0,1,1.0,0,0,7,5,64,0,4,35,7.0,29,5.8,9.1,0,0,0,0.0,0,99.7,,,,,,,,,,,
27,28,2024,2024-11-28,12,13,Jameson Williams,23.247,DET,CHI,W 23-20,2,18,0,1,11,5.5,7,3.5,0,0,7,5,28,0,2,5,1.0,23,4.6,3.6,0,0,0,0.0,0,78.3,,,,,,,,,,,
28,29,2024,2024-12-05,13,14,Jameson Williams,23.254,DET,GNB,W 34-31,0,0,0,0,0,0,0,0,0,0,8,5,80,0,3,45,9.0,35,7.0,8.6,0,0,0,0.0,0,95.8,,,,,,,,,,,
29,30,2024,2024-12-15,14,15,Jameson Williams,23.264,DET,BUF,L 42-48,0,0,0,0,0,0,0,0,0,0,5,3,37,1,3,36,12.0,1,0.3,13.2,0,0,0,0.0,0,122.5,,,,,,,,,,,
30,31,2024,2024-12-22,15,16,Jameson Williams,23.271,DET,CHI,W 34-17,1,7,0,0,7,7.0,0,0.0,0,0,7,5,143,1,5,77,15.4,66,13.2,12.0,0,0,0,0.0,0,153.3,,,,,,,,,,,
31,32,2024,2024-12-30,16,17,Jameson Williams,23.279,DET,SFO,W 40-34,2,-2,1,1,-2,-1.0,0,0.0,1,2.0,8,5,77,1,3,27,5.4,50,10.0,2.6,0,0,1,12.5,0,133.9,,,,,,,,,,,
32,33,2024,2025-01-05,17,18,Jameson Williams,23.285,DET,MIN,W 31-9,0,0,0,0,0,0,0,0,0,0,8,6,34,0,3,8,1.3,26,4.3,9.0,0,0,0,0.0,1,42.7,,,,,,,,,,,
0,1,2020,2020-09-13,1,1,D'Andre Swift,21.243,DET,CHI,L 23-27,3,8,1,1,5,1.7,3,1.0,0,0,5,3,15,0,0,-2,-0.7,17,5.7,1.6,1,3.0,2,40.0,0,64.6,,,,,,,,,,,
1,2,2020,2020-09-20,2,2,D'Andre Swift,21.250,DET,GNB,L 21-42,5,12,0,1,4,0.8,8,1.6,0,0,5,5,60,0,3,12,2.4,48,9.6,2.4,0,0,0,0.0,0,116.7,,,,,,,,,,,
2,3,2020,2020-09-27,3,3,D'Andre Swift,21.257,DET,ARI,W 26-23,0,0,0,0,0,0,0,0,0,0,2,1,19,0,1,-2,-2.0,21,21.0,-1.0,0,0,1,50.0,0,83.3,,,,,,,,,,,
3,4,2020,2020-10-04,4,4,D'Andre Swift,21.264,DET,NOR,L 29-35,4,22,0,0,19,4.8,3,0.8,0,0,4,4,30,1,2,17,4.3,13,3.3,4.3,0,0,0,0.0,0,137.5,,,,,,,,,,,
4,5,2020,2020-10-18,5,6,D'Andre Swift,21.278,DET,JAX,W 34-16,14,116,2,6,85,6.1,31,2.2,2,7.0,4,3,7,0,0,4,1.3,3,1.0,4.8,0,0,0,0.0,0,77.1,,,,,,,,,,,
5,6,2020,2020-10-25,6,7,D'Andre Swift,21.285,DET,ATL,W 23-22,9,27,1,2,7,0.8,20,2.2,2,4.5,5,4,21,0,0,3,0.8,18,4.5,0.6,0,0,0,0.0,0,84.2,,,,,,,,,,,
6,7,2020,2020-11-01,7,8,D'Andre Swift,21.292,DET,IND,L 21-41,6,1,0,0,-6,-1.0,7,1.2,0,0,4,3,22,0,1,5,1.7,17,5.7,2.8,0,0,0,0.0,0,87.5,,,,,,,,,,,
7,8,2020,2020-11-08,8,9,D'Andre Swift,21.299,DET,MIN,L 20-34,13,64,0,4,52,4.0,12,0.9,0,0,5,3,33,0,1,11,3.7,22,7.3,4.8,0,0,1,20.0,0,79.6,,,,,,,,,,,
8,9,2020,2020-11-15,9,10,D'Andre Swift,21.306,DET,WAS,W 30-27,16,81,0,5,49,3.1,32,2.0,0,0,5,5,68,1,3,-9,-1.8,77,15.4,-1.8,0,0,0,0.0,0,158.3,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
9,10,2020,2020-12-13,13,14,D'Andre Swift,21.334,DET,GNB,L 24-31,7,24,1,2,13,1.9,11,1.6,0,0,5,4,26,0,1,-13,-3.3,39,9.8,-1.6,0,0,0,0.0,0,88.3,,,,,,,,,,,
10,11,2020,2020-12-20,14,15,D'Andre Swift,21.341,DET,TEN,L 25-46,15,67,2,5,42,2.8,25,1.7,2,7.5,5,4,15,0,1,-9,-2.3,24,6.0,-2.8,0,0,1,20.0,0,79.2,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
11,12,2020,2020-12-26,15,16,D'Andre Swift,21.347,DET,TAM,L 7-47,10,45,0,2,39,3.9,6,0.6,0,0,5,4,25,0,1,3,0.8,22,5.5,0.6,0,0,0,0.0,0,87.5,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
12,13,2020,2021-01-03,16,17,D'Andre Swift,21.355,DET,MIN,L 35-37,12,54,1,3,22,1.8,32,2.7,3,4.0,3,3,16,0,1,-14,-4.7,30,10.0,-4.7,1,3.0,0,0.0,0,88.9,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
13,14,2021,2021-09-12,1,1,D'Andre Swift,22.241,DET,SFO,L 33-41,11,39,0,2,34,3.1,5,0.5,0,0,11,8,65,1,2,-6,-0.8,71,8.9,0.6,3,2.7,2,18.2,0,117.6,,,,,,,,,,,
14,15,2021,2021-09-20,2,2,D'Andre Swift,22.249,DET,GNB,L 17-35,8,37,0,3,35,4.4,2,0.3,0,0,5,4,41,0,1,-18,-4.5,59,14.8,-2.4,0,0,0,0.0,0,100.8,,,,,,,,,,,
15,16,2021,2021-09-26,3,3,D'Andre Swift,22.255,DET,BAL,L 17-19,14,47,1,4,38,2.7,9,0.6,1,14.0,7,7,60,0,4,-13,-1.9,73,10.4,-1.9,1,7.0,0,0.0,0,102.4,,,,,,,,,,,
16,17,2021,2021-10-03,4,4,D'Andre Swift,22.262,DET,CHI,L 14-24,8,16,0,0,12,1.5,4,0.5,0,0,6,4,33,0,2,10,2.5,23,5.8,0.8,0,0,0,0.0,0,80.6,,,,,,,,,,,
17,18,2021,2021-10-10,5,5,D'Andre Swift,22.269,DET,MIN,L 17-19,11,51,1,3,37,3.4,14,1.3,0,0,6,6,53,0,2,-3,-0.5,56,9.3,-0.5,1,6.0,0,0.0,0,103.5,,,,,,,,,,,
18,19,2021,2021-10-17,6,6,D'Andre Swift,22.276,DET,CIN,L 11-34,13,24,1,1,12,0.9,12,0.9,0,0,7,5,43,0,2,11,2.2,32,6.4,2.6,1,5.0,1,14.3,0,87.2,,,,,,,,,,,
19,20,2021,2021-10-24,7,7,D'Andre Swift,22.283,DET,LAR,L 19-28,13,48,0,1,25,1.9,23,1.8,1,13.0,10,8,96,1,3,-12,-1.5,108,13.5,-0.8,0,0,1,10.0,1,100.4,,,,,,,,,,,
20,21,2021,2021-10-31,8,8,D'Andre Swift,22.290,DET,PHI,L 6-44,12,27,0,1,19,1.6,8,0.7,2,6.0,5,5,24,0,0,12,2.4,12,2.4,2.4,0,0,0,0.0,0,86.7,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
21,22,2021,2021-11-14,9,10,D'Andre Swift,22.304,DET,PIT,T 16-16,33,130,0,5,44,1.3,86,2.6,4,8.3,6,3,5,0,1,0,0.0,5,1.7,-0.8,0,0,2,33.3,0,56.2,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
22,23,2021,2021-11-21,10,11,D'Andre Swift,22.311,DET,CLE,L 10-13,14,136,1,4,101,7.2,35,2.5,1,14.0,4,3,0,0,0,-18,-6.0,18,6.0,-2.5,0,0,0,0.0,1,37.5,,,,,,,,,,,
23,24,2021,2021-11-25,11,12,D'Andre Swift,22.315,DET,CHI,L 14-16,3,0,0,1,0,0.0,0,0.0,0,0,3,3,9,0,1,-3,-1.0,12,4.0,-1.0,1,3.0,0,0.0,0,79.2,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
24,25,2021,2022-01-02,16,17,D'Andre Swift,22.353,DET,SEA,L 29-51,4,32,0,1,6,1.5,26,6.5,0,0,3,2,7,0,0,2,1.0,5,2.5,4.7,0,0,0,0.0,0,70.1,,,,,,,,,,,
25,26,2021,2022-01-09,17,18,D'Andre Swift,22.360,DET,GNB,W 37-30,7,30,1,2,22,3.1,8,1.1,0,0,5,4,16,0,0,-10,-2.5,26,6.5,-0.6,1,4.0,0,0.0,0,80.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
26,27,2022,2022-09-11,1,1,D'Andre Swift,23.240,DET,PHI,L 35-38,15,144,1,5,72,4.8,72,4.8,2,7.5,3,3,31,0,2,-10,-3.3,41,13.7,-3.3,1,3.0,0,0.0,0,109.7,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
27,28,2022,2022-09-18,2,2,D'Andre Swift,23.247,DET,WAS,W 36-27,5,56,0,1,51,10.2,5,1.0,0,0,5,2,31,1,1,-6,-3.0,37,18.5,4.0,0,0,1,20.0,0,100.8,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
28,29,2022,2022-09-25,3,3,D'Andre Swift,23.254,DET,MIN,L 24-28,7,31,0,0,25,3.6,6,0.9,0,0,4,3,15,0,1,-6,-2.0,21,7.0,-0.8,0,0,0,0.0,0,80.2,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
29,30,2022,2022-10-30,7,8,D'Andre Swift,23.289,DET,MIA,L 27-31,5,6,0,1,5,1.0,1,0.2,0,0,5,5,27,1,1,-5,-1.0,32,6.4,-1.0,1,5.0,0,0.0,0,128.7,,,,,,,,,,,
30,31,2022,2022-11-06,8,9,D'Andre Swift,23.296,DET,GNB,W 15-9,2,10,0,0,6,3.0,4,2.0,0,0,4,3,40,0,2,6,2.0,34,11.3,2.5,0,0,0,0.0,0,106.2,,,,,,,,,,,
31,32,2022,2022-11-13,9,10,D'Andre Swift,23.303,DET,CHI,W 31-30,6,6,1,1,3,0.5,3,0.5,0,0,3,1,6,0,0,-6,-6.0,12,12.0,-1.0,0,0,0,0.0,0,42.4,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
32,33,2022,2022-11-20,10,11,D'Andre Swift,23.310,DET,NYG,W 31-18,5,20,1,2,14,2.8,6,1.2,0,0,3,3,12,0,0,1,0.3,11,3.7,0.3,0,0,0,0.0,0,83.3,,,,,,,,,,,
33,34,2022,2022-11-24,11,12,D'Andre Swift,23.314,DET,BUF,L 25-28,5,19,0,1,16,3.2,3,0.6,2,2.5,8,4,24,0,1,-9,-2.3,33,8.3,2.9,0,0,1,12.5,0,56.2,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
34,35,2022,2022-12-04,12,13,D'Andre Swift,23.324,DET,JAX,W 40-14,14,62,1,2,55,3.9,7,0.5,0,0,6,4,49,0,4,-4,-1.0,53,13.3,-1.3,0,0,0,0.0,0,91.7,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
35,36,2022,2022-12-11,13,14,D'Andre Swift,23.331,DET,MIN,W 34-23,6,21,0,1,14,2.3,7,1.2,0,0,4,3,18,0,1,-8,-2.7,26,8.7,-0.8,0,0,1,25.0,0,83.3,,,,,,,,,,,
36,37,2022,2022-12-18,14,15,D'Andre Swift,23.338,DET,NYJ,W 20-17,8,52,0,2,38,4.8,14,1.8,0,0,9,5,23,0,0,1,0.2,22,4.4,-0.1,0,0,0,0.0,0,60.9,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
37,38,2022,2022-12-24,15,16,D'Andre Swift,23.344,DET,CAR,L 23-37,4,12,0,0,8,2.0,4,1.0,0,0,5,1,13,0,1,8,8.0,5,5.0,7.6,0,0,0,0.0,0,39.6,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
38,39,2022,2023-01-01,16,17,D'Andre Swift,23.352,DET,CHI,W 41-10,11,78,1,3,45,4.1,33,3.0,1,11.0,4,4,39,1,1,-7,-1.8,46,11.5,-1.8,0,0,0,0.0,0,146.9,,,,,,,,,,,
39,40,2022,2023-01-08,17,18,D'Andre Swift,23.359,DET,GNB,W 20-16,6,25,0,2,17,2.8,8,1.3,0,0,7,7,61,0,2,-6,-0.9,67,9.6,-2.9,1,7.0,0,0.0,0,103.0,,,,,,,,,,,
40,41,2023,2023-09-10,1,1,D'Andre Swift,24.239,PHI,NWE,W 25-20,1,3,0,0,2,2.0,1,1.0,0,0,2,1,0,0,0,-4,-4.0,4,4.0,0.0,0,0,1,50.0,0,56.2,,,,,,,,,,,
41,42,2023,2023-09-14,2,2,D'Andre Swift,24.243,PHI,MIN,W 34-28,28,175,1,10,92,3.3,83,3.0,5,5.6,3,3,6,0,0,-5,-1.7,11,3.7,-1.7,0,0,0,0.0,0,79.2,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
42,43,2023,2023-09-25,3,3,D'Andre Swift,24.254,PHI,TAM,W 25-11,16,130,0,6,99,6.2,31,1.9,2,8.0,2,1,8,0,0,-3,-3.0,11,11.0,1.0,0,0,0,0.0,1,20.8,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
43,44,2023,2023-10-01,4,4,D'Andre Swift,24.260,PHI,WAS,W 34-31,14,56,1,1,31,2.2,25,1.8,2,7.0,4,4,23,0,1,-11,-2.8,34,8.5,-2.8,0,0,0,0.0,0,90.6,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
44,45,2023,2023-10-08,5,5,D'Andre Swift,24.267,PHI,LAR,W 23-14,17,70,0,3,52,3.1,18,1.1,0,0,6,6,38,0,1,4,0.7,34,5.7,0.7,0,0,0,0.0,0,93.1,0,0,0.0,0,0,0,0.0,0,0,0.0,0.0
