,GAME_ORDER,YEAR,DATE,GAME_NUMBER,WEEK,PLAYER,AGE,TEAM,OPPONENT,RESULT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,RUSHING_1D,RUSHING_YBC,RUSHING_YBC_ATT,RUSHING_YAC,RUSHING_YAC_ATT,RUSHING_BRKTKL,RUSHING_ATT_BR,RECEIVING_TGT,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,RECEIVING_1D,RECEIVING_YBC,RECEIVING_YBC_R,RECEIVING_YAC,RECEIVING_YAC_R,RECEIVING_ADOT,RECEIVING_BRKTKL,RECEIVING_REC_BR,RECEIVING_DROP,RECEIVING_DROP_PCT,RECEIVING_INT,RECEIVING_RAT,PASSING_CMP,PASSING_ATT,PASSING_CMP_PCT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_RATE,PASSING_SK,PASSING_YDS1,PASSING_Y_A,PASSING_AY_A
9,10,2019,2019-12-01,12,13,Gardner Minshew II,23.199,JAX,TAM,L 11-28,2,8,0,0,8,4.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
10,11,2019,2019-12-08,13,14,Gardner Minshew II,23.206,JAX,LAC,L 10-45,6,31,0,2,17,2.8,14,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,37,64.86,162,1,0,83.4,2,7,4.38,4.92
11,12,2019,2019-12-15,14,15,Gardner Minshew II,23.213,JAX,OAK,W 20-16,5,27,0,2,18,3.6,9,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,29,58.62,201,2,0,102.8,2,16,6.93,8.31
12,13,2019,2019-12-22,15,16,Gardner Minshew II,23.220,JAX,ATL,L 12-24,7,36,0,2,35,5.0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,31,41.94,181,1,0,72.1,3,15,5.84,6.48
13,14,2019,2019-12-29,16,17,Gardner Minshew II,23.227,JAX,IND,W 38-20,5,7,0,2,7,1.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27,39,69.23,295,3,1,106.2,3,9,7.56,7.95
14,15,2020,2020-09-13,1,1,Gardner Minshew II,24.120,JAX,IND,W 27-20,5,19,0,0,19,3.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,20,95.00,173,3,0,142.3,4,23,8.65,11.65
15,16,2020,2020-09-20,2,2,Gardner Minshew II,24.127,JAX,TEN,L 30-33,4,19,0,2,19,4.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,45,66.67,339,3,2,92.7,2,24,7.53,6.87
16,17,2020,2020-09-24,3,3,Gardner Minshew II,24.131,JAX,MIA,L 13-31,3,22,0,1,22,7.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,42,71.43,275,0,1,79.0,4,29,6.55,5.48
17,18,2020,2020-10-04,4,4,Gardner Minshew II,24.141,JAX,CIN,L 25-33,2,9,0,0,7,3.5,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27,40,67.50,351,2,1,101.1,3,11,8.78,8.65
18,19,2020,2020-10-11,5,5,Gardner Minshew II,24.148,JAX,HOU,L 14-30,4,18,0,2,18,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,31,49,63.27,301,2,0,94.0,3,8,6.14,6.96
19,20,2020,2020-10-18,6,6,Gardner Minshew II,24.155,JAX,DET,L 16-34,3,14,1,2,14,4.7,0,0.0,0,0,1,1,0,0,0,-8,-8.0,8,8.0,-8.0,0,0,0,0.0,0,79.2,25,44,56.82,243,1,1,70.5,1,12,5.52,4.95
20,21,2020,2020-10-25,7,7,Gardner Minshew II,24.162,JAX,LAC,L 29-39,4,21,0,0,19,4.8,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,27,51.85,173,2,0,96.7,5,19,6.41,7.89
21,22,2020,2020-12-13,13,14,Gardner Minshew II,24.211,JAX,TEN,L 10-31,2,22,0,2,22,11.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
22,23,2020,2020-12-20,14,15,Gardner Minshew II,24.218,JAX,BAL,L 14-40,2,9,0,1,9,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,22,29,75.86,226,2,0,120.8,5,21,7.79,9.17
23,24,2021,2021-10-31,8,8,Gardner Minshew II,25.168,PHI,DET,W 44-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
24,25,2021,2021-12-05,13,13,Gardner Minshew II,25.203,PHI,NYJ,W 33-18,4,11,0,1,9,2.3,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,25,80.00,242,2,0,133.7,2,9,9.68,11.28
25,26,2021,2021-12-26,15,16,Gardner Minshew II,25.224,PHI,NYG,W 34-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
26,27,2021,2022-01-08,17,18,Gardner Minshew II,25.237,PHI,DAL,L 26-51,5,10,0,1,10,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,19,33,57.58,186,2,1,81.1,3,22,5.64,5.48
27,28,2022,2022-10-30,7,8,Gardner Minshew II,26.167,PHI,PIT,W 35-13,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
28,29,2022,2022-12-04,12,13,Gardner Minshew II,26.202,PHI,TEN,W 35-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
29,30,2022,2022-12-11,13,14,Gardner Minshew II,26.209,PHI,NYG,W 48-22,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
30,31,2022,2022-12-24,15,16,Gardner Minshew II,26.222,PHI,DAL,L 34-40,4,5,1,1,5,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,40,60.00,355,2,2,84.9,0,0,8.88,7.63
31,32,2022,2023-01-01,16,17,Gardner Minshew II,26.230,PHI,NOR,L 10-20,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,32,56.25,274,1,1,82.0,6,28,8.56,7.78
32,33,2023,2023-09-10,1,1,Gardner Minshew II,27.117,IND,JAX,L 21-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
33,34,2023,2023-09-17,2,2,Gardner Minshew II,27.124,IND,HOU,W 31-20,2,3,0,0,1,0.5,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
34,35,2023,2023-09-24,3,3,Gardner Minshew II,27.131,IND,BAL,W 22-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,27,44,61.36,227,1,0,82.3,5,39,5.16,5.61
35,36,2023,2023-10-01,4,4,Gardner Minshew II,27.138,IND,LAR,L 23-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
36,37,2023,2023-10-08,5,5,Gardner Minshew II,27.145,IND,TEN,W 23-16,2,1,0,0,0,0.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
37,38,2023,2023-10-15,6,6,Gardner Minshew II,27.152,IND,JAX,L 20-37,2,4,0,0,4,2.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,55,60.00,329,1,3,60.3,3,19,5.98,3.89
38,39,2023,2023-10-22,7,7,Gardner Minshew II,27.159,IND,CLE,L 38-39,3,29,2,2,29,9.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,23,65.22,305,2,1,119.4,4,17,13.26,13.04
39,40,2023,2023-10-29,8,8,Gardner Minshew II,27.166,IND,NOR,L 27-38,1,3,0,1,3,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,23,41,56.10,213,2,1,76.6,2,6,5.20,5.07
40,41,2023,2023-11-05,9,9,Gardner Minshew II,27.173,IND,CAR,W 27-13,5,5,0,1,4,0.8,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,17,26,65.38,127,1,0,89.7,1,7,4.88,5.65
41,42,2023,2023-11-12,10,10,Gardner Minshew II,27.180,IND,NWE,W 10-6,2,-1,0,0,-1,-0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,28,64.29,194,0,1,69.6,0,0,6.93,5.32
42,43,2023,2023-11-26,11,12,Gardner Minshew II,27.194,IND,TAM,W 27-20,3,6,1,1,3,1.0,3,1.0,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,41,58.54,251,0,1,66.2,2,12,6.12,5.02
43,44,2023,2023-12-03,12,13,Gardner Minshew II,27.201,IND,TEN,W 31-28,3,2,0,0,2,0.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,42,61.90,312,2,0,100.5,3,12,7.43,8.38
44,45,2023,2023-12-10,13,14,Gardner Minshew II,27.208,IND,CIN,L 14-34,2,5,0,1,5,2.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,26,39,66.67,240,1,1,81.1,3,14,6.15,5.51
45,46,2023,2023-12-16,14,15,Gardner Minshew II,27.214,IND,PIT,W 30-13,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,28,64.29,215,3,0,123.4,3,13,7.68,9.82
46,47,2023,2023-12-24,15,16,Gardner Minshew II,27.222,IND,ATL,L 10-29,4,31,0,1,31,7.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,20,37,54.05,201,0,1,58.5,6,31,5.43,4.22
47,48,2023,2023-12-31,16,17,Gardner Minshew II,27.229,IND,LVR,W 23-20,2,3,0,0,3,1.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,15,23,65.22,224,1,0,111.5,1,9,9.74,10.61
48,49,2023,2024-01-06,17,18,Gardner Minshew II,27.235,IND,HOU,L 19-23,1,9,0,0,9,9.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,13,24,54.17,141,0,0,71.7,1,8,5.88,5.88
49,50,2024,2024-09-08,1,1,Gardner Minshew II,28.115,LVR,LAC,L 10-22,3,5,0,0,0,0.0,5,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,33,75.76,257,1,1,95.1,4,32,7.79,7.03
50,51,2024,2024-09-15,2,2,Gardner Minshew II,28.122,LVR,BAL,W 26-23,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,38,78.95,276,1,1,94.7,5,43,7.26,6.61
51,52,2024,2024-09-22,3,3,Gardner Minshew II,28.129,LVR,CAR,L 22-36,3,14,0,1,14,4.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,18,28,64.29,214,1,1,84.5,2,8,7.64,6.75
52,53,2024,2024-09-29,4,4,Gardner Minshew II,28.136,LVR,CLE,W 20-16,2,-2,0,0,-2,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,14,24,58.33,130,0,0,73.3,2,14,5.42,5.42
53,54,2024,2024-10-06,5,5,Gardner Minshew II,28.143,LVR,DEN,L 18-34,2,22,0,2,15,7.5,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,12,17,70.59,137,1,2,74.5,2,9,8.06,3.94
54,55,2024,2024-10-20,7,7,Gardner Minshew II,28.157,LVR,LAR,L 15-20,1,2,0,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
55,56,2024,2024-10-27,8,8,Gardner Minshew II,28.164,LVR,KAN,L 20-27,2,6,0,0,6,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,30,80.00,209,2,0,117.9,5,14,6.97,8.30
56,57,2024,2024-11-03,9,9,Gardner Minshew II,28.171,LVR,CIN,L 24-41,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,10,17,58.82,124,0,0,81.5,1,7,7.29,7.29
57,58,2024,2024-11-17,10,11,Gardner Minshew II,28.185,LVR,MIA,L 19-34,2,7,0,1,7,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,30,43,69.77,282,2,1,93.4,3,14,6.56,6.44
58,59,2024,2024-11-24,11,12,Gardner Minshew II,28.192,LVR,DEN,L 19-29,2,5,0,0,5,2.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,25,42,59.52,230,1,1,72.5,3,12,5.48,4.88
0,1,2019,2019-09-15,2,2,Mason Rudolph,24.060,PIT,SEA,L 26-28,1,7,0,1,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
1,2,2019,2019-09-22,3,3,Mason Rudolph,24.067,PIT,SFO,L 20-24,4,15,0,1,9,2.3,6,1.5,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,51.85,174,2,1,81.4,2,14,6.44,6.26
2,3,2019,2019-09-30,4,4,Mason Rudolph,24.075,PIT,CIN,W 27-3,3,-3,0,0,-3,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,85.71,229,2,0,124.6,0,0,8.18,9.61
3,4,2019,2019-10-06,5,5,Mason Rudolph,24.081,PIT,BAL,L 23-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,65.00,131,1,0,100.2,1,11,6.55,7.55
4,5,2019,2019-10-28,7,8,Mason Rudolph,24.103,PIT,MIA,W 27-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,55.56,251,2,1,84.4,2,15,6.97,6.83
5,6,2019,2019-11-03,8,9,Mason Rudolph,24.109,PIT,IND,W 26-24,3,5,0,1,5,1.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,74.29,191,1,1,84.3,1,8,5.46,4.74
6,7,2019,2019-11-10,9,10,Mason Rudolph,24.116,PIT,LAR,W 17-12,2,-1,0,0,-1,-0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,57.89,242,1,0,85.6,3,11,6.37,6.89
7,8,2019,2019-11-14,10,11,Mason Rudolph,24.120,PIT,CLE,L 7-21,2,15,0,2,14,7.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,52.27,221,1,4,36.3,4,43,5.02,1.39
8,9,2019,2019-11-24,11,12,Mason Rudolph,24.130,PIT,CIN,W 16-10,4,4,0,1,0,0.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,50.00,85,0,1,39.8,1,13,5.31,2.50
9,10,2019,2019-12-22,15,16,Mason Rudolph,24.158,PIT,NYJ,L 10-16,2,0,0,0,-5,-2.5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
10,11,2020,2020-10-18,5,6,Mason Rudolph,25.093,PIT,CLE,W 38-7,3,-3,0,0,-3,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
11,12,2020,2020-11-08,8,9,Mason Rudolph,25.114,PIT,DAL,W 24-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
12,13,2020,2020-11-15,9,10,Mason Rudolph,25.121,PIT,CIN,W 36-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
13,14,2020,2020-11-22,10,11,Mason Rudolph,25.128,PIT,JAX,W 27-3,3,-4,0,0,-4,-1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
14,15,2020,2021-01-03,16,17,Mason Rudolph,25.170,PIT,CLE,L 22-24,1,1,0,0,1,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,56.41,315,2,1,89.2,1,8,8.08,7.95
15,16,2021,2021-11-14,9,10,Mason Rudolph,26.120,PIT,DET,T 16-16,4,36,0,2,8,2.0,28,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,60.00,242,1,1,70.6,0,0,4.84,4.34
16,17,2021,2021-12-26,15,16,Mason Rudolph,26.162,PIT,KAN,L 10-36,1,17,0,1,17,17.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
17,18,2023,2023-12-16,14,15,Mason Rudolph,28.152,PIT,IND,L 13-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
18,19,2023,2023-12-23,15,16,Mason Rudolph,28.159,PIT,CIN,W 34-11,2,4,0,1,2,1.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,62.96,290,2,0,124.0,1,6,10.74,12.22
19,20,2023,2023-12-31,16,17,Mason Rudolph,28.167,PIT,SEA,W 30-23,6,5,0,3,4,0.7,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,75.00,274,0,0,112.2,1,8,11.42,11.42
20,21,2023,2024-01-06,17,18,Mason Rudolph,28.173,PIT,BAL,W 17-10,2,-1,0,0,-1,-0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,90.00,152,1,0,115.0,3,18,7.60,8.60
21,22,2024,2024-09-30,4,4,Mason Rudolph,29.075,TEN,MIA,W 31-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
22,23,2024,2024-10-20,6,7,Mason Rudolph,29.095,TEN,BUF,L 10-34,5,13,0,1,12,2.4,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,62.50,215,1,1,74.5,3,15,5.38,4.75
23,24,2024,2024-10-27,7,8,Mason Rudolph,29.102,TEN,DET,L 14-52,4,29,1,3,27,6.8,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,57.89,266,1,2,66.3,1,8,7.00,5.16
24,25,2024,2024-11-03,8,9,Mason Rudolph,29.109,TEN,NWE,W 20-17,4,19,0,2,14,3.5,5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,60.61,240,2,1,90.5,1,7,7.27,7.12
25,26,2024,2024-12-15,14,15,Mason Rudolph,29.151,TEN,CIN,L 27-37,2,14,0,2,14,7.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
26,27,2024,2024-12-22,15,16,Mason Rudolph,29.158,TEN,IND,L 30-38,4,3,0,1,0,0.0,3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,67.65,252,2,3,72.2,1,10,7.41,4.62
27,28,2024,2024-12-29,16,17,Mason Rudolph,29.165,TEN,JAX,L 13-20,5,23,0,3,11,2.2,12,2.4,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,61.29,193,1,1,76.4,3,15,6.23,5.42
28,29,2024,2025-01-05,17,18,Mason Rudolph,29.172,TEN,HOU,L 14-23,1,5,0,1,5,5.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
0,1,2022,2022-09-18,2,2,Tyler Allgeier,22.156,ATL,LAR,L 27-31,10,30,0,1,14,1.4,16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
1,2,2022,2022-09-25,3,3,Tyler Allgeier,22.163,ATL,SEA,W 27-23,6,25,0,1,18,3.0,7,1.2,0,0,1,1,5,0,1,-4,-4.0,9,9.0,-4.0,0,0,0,0.0,0,87.5,,,,,,,,,,,
2,3,2022,2022-10-02,4,4,Tyler Allgeier,22.170,ATL,CLE,W 23-20,10,84,0,2,48,4.8,36,3.6,0,0,1,1,20,0,1,-1,-1.0,21,21.0,-1.0,0,0,0,0.0,0,118.7,,,,,,,,,,,
3,4,2022,2022-10-09,5,5,Tyler Allgeier,22.177,ATL,TAM,L 15-21,13,45,0,3,22,1.7,23,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
4,5,2022,2022-10-16,6,6,Tyler Allgeier,22.184,ATL,SFO,W 28-14,15,51,0,2,25,1.7,26,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
5,6,2022,2022-10-23,7,7,Tyler Allgeier,22.191,ATL,CIN,L 17-35,16,50,1,4,35,2.2,15,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
6,7,2022,2022-10-30,8,8,Tyler Allgeier,22.198,ATL,CAR,W 37-34,14,39,0,2,29,2.1,10,0.7,0,0,3,3,46,1,2,-8,-2.7,54,18.0,-2.7,0,0,0,0.0,0,158.3,,,,,,,,,,,
7,8,2022,2022-11-06,9,9,Tyler Allgeier,22.205,ATL,LAC,L 17-20,10,99,0,4,62,6.2,37,3.7,0,0,1,1,24,0,1,5,5.0,19,19.0,5.0,0,0,0,0.0,0,118.7,,,,,,,,,,,
8,9,2022,2022-11-10,10,10,Tyler Allgeier,22.209,ATL,CAR,L 15-25,8,20,0,1,7,0.9,13,1.6,1,8.0,3,3,-17,0,0,-14,-4.7,-3,-1.0,-4.7,0,0,0,0.0,0,79.2,,,,,,,,,,,
9,10,2022,2022-11-20,11,11,Tyler Allgeier,22.219,ATL,CHI,W 27-24,8,55,0,2,32,4.0,23,2.9,1,8.0,1,1,9,0,0,6,6.0,3,3.0,6.0,0,0,0,0.0,0,104.2,,,,,,,,,,,
10,11,2022,2022-11-27,12,12,Tyler Allgeier,22.226,ATL,WAS,L 13-19,11,54,0,3,34,3.1,20,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
11,12,2022,2022-12-04,13,13,Tyler Allgeier,22.233,ATL,PIT,L 16-19,10,52,0,3,22,2.2,30,3.0,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
12,13,2022,2022-12-18,14,15,Tyler Allgeier,22.247,ATL,NOR,L 18-21,17,139,1,8,38,2.2,101,5.9,2,8.5,1,1,-3,0,0,-5,-5.0,2,2.0,-5.0,0,0,0,0.0,0,79.2,,,,,,,,,,,
13,14,2022,2022-12-24,15,16,Tyler Allgeier,22.253,ATL,BAL,L 9-17,18,74,0,4,54,3.0,20,1.1,0,0,5,4,43,0,2,-4,-1.0,47,11.8,-1.4,0,0,0,0.0,0,102.5,,,,,,,,,,,
14,15,2022,2023-01-01,16,17,Tyler Allgeier,22.261,ATL,ARI,W 20-19,20,83,1,6,66,3.3,17,0.9,0,0,1,1,12,0,1,0,0.0,12,12.0,0.0,1,1.0,0,0.0,0,116.7,,,,,,,,,,,
15,16,2022,2023-01-08,17,18,Tyler Allgeier,22.268,ATL,TAM,W 30-17,24,135,0,7,103,4.3,32,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
16,17,2023,2023-09-10,1,1,Tyler Allgeier,23.148,ATL,CAR,W 24-10,15,75,2,5,17,1.1,58,3.9,6,2.5,3,3,19,0,1,3,1.0,16,5.3,1.0,0,0,0,0.0,0,93.1,,,,,,,,,,,
17,18,2023,2023-09-17,2,2,Tyler Allgeier,23.155,ATL,GNB,W 25-24,16,48,0,3,16,1.0,32,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
18,19,2023,2023-09-24,3,3,Tyler Allgeier,23.162,ATL,DET,L 6-20,7,12,0,1,5,0.7,7,1.0,2,3.5,3,2,17,0,1,-6,-3.0,23,11.5,-1.3,2,1.0,0,0.0,0,81.2,,,,,,,,,,,
19,20,2023,2023-10-01,4,4,Tyler Allgeier,23.169,ATL,JAX,L 7-23,7,16,0,1,9,1.3,7,1.0,0,0,2,1,-4,0,0,-4,-4.0,0,0.0,-5.0,0,0,1,50.0,0,56.2,,,,,,,,,,,
20,21,2023,2023-10-08,5,5,Tyler Allgeier,23.176,ATL,HOU,W 21-19,17,40,0,4,13,0.8,27,1.6,0,0,1,0,0,0,0,0,0,0,0,4.0,0,0,0,0.0,0,39.6,,,,,,,,,,,
21,22,2023,2023-10-15,6,6,Tyler Allgeier,23.183,ATL,WAS,L 16-24,13,51,0,2,30,2.3,21,1.6,1,13.0,1,0,0,0,0,0,0,0,0,-4.0,0,0,0,0.0,0,39.6,,,,,,,,,,,
22,23,2023,2023-10-22,7,7,Tyler Allgeier,23.190,ATL,TAM,W 16-13,21,59,0,4,35,1.7,24,1.1,0,0,3,3,53,0,1,20,6.7,33,11.0,6.7,0,0,0,0.0,0,118.7,,,,,,,,,,,
23,24,2023,2023-10-29,8,8,Tyler Allgeier,23.197,ATL,TEN,L 23-28,8,31,0,1,20,2.5,11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
24,25,2023,2023-11-05,9,9,Tyler Allgeier,23.204,ATL,MIN,L 28-31,12,39,1,3,10,0.8,29,2.4,0,0,3,2,-9,0,0,-12,-6.0,3,1.5,-2.3,0,0,1,33.3,0,70.1,,,,,,,,,,,
25,26,2023,2023-11-12,10,10,Tyler Allgeier,23.211,ATL,ARI,L 23-25,9,31,0,1,14,1.6,17,1.9,1,9.0,1,1,7,0,0,0,0.0,7,7.0,0.0,0,0,0,0.0,0,95.8,,,,,,,,,,,
26,27,2023,2023-11-26,11,12,Tyler Allgeier,23.225,ATL,NOR,W 24-15,10,64,0,4,37,3.7,27,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
27,28,2023,2023-12-03,12,13,Tyler Allgeier,23.232,ATL,NYJ,W 13-8,8,26,0,1,15,1.9,11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,
